Checked,Protein FDR Confidence: Combined,Master,Accession,Description,# Peptides,# PSMs,"Abundance Ratio P-Value: (DZNep, Global) / (Control, Global)","Abundance Ratio P-Value: (DZNep, PISA) / (Control, PISA)","Abundance Ratio: (DZNep, Global) / (Control, Global)","Abundance Ratio: (DZNep, PISA) / (Control, PISA)","Abundance Ratio (log2): (DZNep, Global) / (Control, Global)","Abundance Ratio (log2): (DZNep, PISA) / (Control, PISA)","Abundances (Grouped): Control, Global","Abundances (Grouped): Control, PISA","Abundances (Grouped): DZNep, Global","Abundances (Grouped): DZNep, PISA","Abundances (Grouped) CV [%]: Control, Global","Abundances (Grouped) CV [%]: Control, PISA","Abundances (Grouped) CV [%]: DZNep, Global","Abundances (Grouped) CV [%]: DZNep, PISA",# Unique Peptides,# Isoforms,"Abundances (Normalized): F3: 127N, Sample, Control, Global","Abundances (Normalized): F3: 129N, Sample, Control, Global","Abundances (Normalized): F3: 131N, Sample, Control, Global","Abundances (Normalized): F3: 133N, Sample, Control, Global","Abundances (Normalized): F3: 126, Sample, Control, PISA","Abundances (Normalized): F3: 128C, Sample, Control, PISA","Abundances (Normalized): F3: 130C, Sample, Control, PISA","Abundances (Normalized): F3: 132C, Sample, Control, PISA","Abundances (Normalized): F3: 128N, Sample, DZNep, Global","Abundances (Normalized): F3: 130N, Sample, DZNep, Global","Abundances (Normalized): F3: 132N, Sample, DZNep, Global","Abundances (Normalized): F3: 133C, Sample, DZNep, Global","Abundances (Normalized): F3: 127C, Sample, DZNep, PISA","Abundances (Normalized): F3: 129C, Sample, DZNep, PISA","Abundances (Normalized): F3: 131C, Sample, DZNep, PISA","Abundances (Normalized): F3: 134N, Sample, DZNep, PISA",# Protein Groups,Sum PEP Score,Coverage [%],"Abundance: F3: 127N, Sample, Control, Global","Abundance: F3: 129N, Sample, Control, Global","Abundance: F3: 131N, Sample, Control, Global","Abundance: F3: 133N, Sample, Control, Global","Abundance: F3: 126, Sample, Control, PISA","Abundance: F3: 128C, Sample, Control, PISA","Abundance: F3: 130C, Sample, Control, PISA","Abundance: F3: 132C, Sample, Control, PISA","Abundance: F3: 128N, Sample, DZNep, Global","Abundance: F3: 130N, Sample, DZNep, Global","Abundance: F3: 132N, Sample, DZNep, Global","Abundance: F3: 133C, Sample, DZNep, Global","Abundance: F3: 127C, Sample, DZNep, PISA","Abundance: F3: 129C, Sample, DZNep, PISA","Abundance: F3: 131C, Sample, DZNep, PISA","Abundance: F3: 134N, Sample, DZNep, PISA"
FALSE,High,Master Protein,O14776,Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2,55,188,0.483491691413647,0.978310858106291,1.054,1.046,0.08,0.06,55399.4,37363.2,58378.6,39076.9,10.17,5.34,6.09,6.23,55,60,47304.8,52517.9,59033.9,58438.9,35721.4,36181.8,38583.1,39969.6,56038.5,54857.9,62161.4,60816.4,34967.3,39193.6,38960.6,40502.7,1,212.133,36,13607.6,14433.5,32887.4,39218.1,23300.4,27409.8,21584.2,19347.5,26897.5,18555.4,28710.3,60816.4,12514.3,14098.3,22690.1,18624.6
FALSE,High,Master Protein,Q1ED39,Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1,2,2,0.483635926050522,0.764364175651835,1.272,1.169,0.35,0.22,226.8,257.7,288.5,301.1,21.12,15.34,30.72,6.14,2,2,162.3,208.8,246.4,269.4,285.9,307.2,225,232.2,348.8,182.2,361.7,238.6,281.7,294.2,324.9,308.2,1,8.71,6,46.7,57.4,137.3,180.8,186.5,232.7,125.9,112.4,167.4,61.6,167,238.6,100.8,105.8,189.2,141.7
FALSE,High,Master Protein,P37837,Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2,63,585,0.483954091006135,0.00980102223871071,1.029,1.093,0.04,0.13,158422.6,152900.9,162996.1,167060.9,3.2,3.32,2.8,4.17,62,79,156823.5,151669.4,163568.5,160038.1,146962.1,150112.5,158017.8,155741.1,159499.3,169282.6,160437.8,165595.1,161190.8,162734,175769.4,171502.9,1,484.021,67,45111.5,41683.3,91122.9,107400.9,95860.5,113718.7,88398.5,75387.4,76557,57259,74101,165595.1,57688,58536.8,102365.3,78863.4
FALSE,High,Master Protein,Q9BRL6,Serine/arginine-rich splicing factor 8 OS=Homo sapiens OX=9606 GN=SRSF8 PE=1 SV=1,6,40,0.484387720743997,0.843438133124596,1.106,1.091,0.15,0.13,468,472.2,517.5,515.3,5.34,6.31,11.33,10.74,1,6,449.7,486.9,441.9,490.2,468.9,470.6,473.8,532.4,565.7,476.5,452.4,562,574.9,539,448.1,492.6,1,17.798,13,129.4,133.8,246.2,328.9,305.9,356.5,265.1,257.7,271.5,161.2,209,562,205.8,193.9,261,226.5
FALSE,High,Master Protein,Q96C36,Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1,22,75,0.484617917963912,0.955181133606151,0.928,0.914,-0.11,-0.13,29535.5,31616.7,27421.5,28885.1,13.36,11.7,9.81,11.77,21,31,34519.2,31545.5,27653.5,25593.9,34645.1,27083.3,34036.9,29368.5,27675.5,27169.8,27942.6,22474.3,34772.5,30476.8,27376.6,27271.8,1,205.067,53,9929.7,8669.6,15405.6,17176,22598.4,20517.1,19040.9,14216,13283.8,9190.1,12905.8,22474.3,12444.6,10962.7,15943.7,12540.6
FALSE,High,Master Protein,Q9NXH9,tRNA (guanine(26)-N(2))-dimethyltransferase OS=Homo sapiens OX=9606 GN=TRMT1 PE=1 SV=1,25,122,0.484742383567638,0.297207181733562,1.077,1.101,0.11,0.14,16532.1,21790.2,17797.7,24000.1,4.49,8.68,14.69,8.32,25,27,15714.6,16024.7,17206.3,17055.5,22599.2,22892.9,21010.3,18853.2,18644.9,16989,15817,22021.3,25139.9,22204.2,26577.9,22911.9,1,125.769,34,4520.4,4404.1,9585.5,11445.9,14741,17342.7,11753.6,9126,8949.2,5746.5,7305.3,22021.3,8997.2,7987,15478.5,10535.8
FALSE,High,Master Protein,Q9H871,E3 ubiquitin-protein transferase RMND5A OS=Homo sapiens OX=9606 GN=RMND5A PE=1 SV=1,3,4,0.486279603930875,0.99885214881198,0.912,0.972,-0.13,-0.04,821.3,669.4,749.2,650.8,4.95,6.39,9.01,8.68,3,3,829.6,880.2,782.4,813.1,610.2,644.7,698.1,695,705.7,864.1,765.4,733.3,599.7,729.1,626.4,676.2,1,10.412,9,238.6,241.9,435.9,545.6,398,488.4,390.5,336.4,338.7,292.3,353.5,733.3,214.6,262.3,364.8,310.9
FALSE,High,Master Protein,P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2,67,414,0.486281310712365,0.493884085047262,0.966,1.039,-0.05,0.06,189492,123133.3,183063.7,127982.5,4.06,3.1,6.44,4.66,67,79,188162.7,185075.2,202877.1,190830.7,117806.1,120949.9,125356,125757.4,182470,196845.9,183659.2,168068.8,125933.3,122210.4,130065,136204.4,1,520.68,52,54126.5,50864.3,113021.4,128065.7,76842.6,91626.4,70126.8,60873.6,87582.6,66582.1,84826.3,168068.8,45069.8,43960.1,75747.8,62631.8
FALSE,High,Master Protein,P33992,DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5,50,217,0.486516760065421,0.294731584115331,0.875,0.939,-0.19,-0.09,56061.8,49332,49071.4,46315.4,11.29,9.88,6.94,18.64,50,57,48438.4,51935.2,60961.3,60516.3,49110.5,58033.3,49554.5,46465.4,51035.3,47705.3,43714.4,50476.7,44762.5,31386.6,47922.2,48689.4,1,256.964,47,13933.7,14273.4,33961.1,40612.2,32033.8,43963.6,27721.8,22491.8,24496.1,16136.1,20190.3,50476.7,16019.9,11290,27909.1,22389.2
FALSE,High,Master Protein,Q9H6T3,RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2,20,76,0.486643925660056,0.588931717222105,1.036,1.044,0.05,0.06,10824.4,7905.2,11216.2,8255.2,5.91,5.39,3.31,5.14,20,22,9946.3,10591.8,11062.1,11415.6,8260.4,8263.8,7489.9,7565.3,11246.7,10990.7,11185.8,11857.6,7819.4,8719,8520.4,7998.1,1,124.324,29,2861.1,2910.9,6162.6,7661,5388.1,6260.3,4190,3662,5398.3,3717.6,5166.3,11857.6,2798.5,3136.3,4962.2,3677.8
FALSE,High,Master Protein,P07339,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1,19,114,0.487053836822793,0.150266096158118,1.135,1.132,0.18,0.18,26997.9,29379.2,30647.1,33258.7,11.67,5.6,9.38,13.66,19,21,29621.2,30388.2,24607,24440.6,28332.7,28129.3,30464.4,31535.8,29762.3,33228.4,31558.3,26588.3,33167.7,42401.4,32030,33349.9,1,142.545,29,8520.8,8351.6,13708.4,16402,18480.9,21309.6,17042.4,15265.1,14285.4,11239.3,14575.8,26588.3,11870.3,15252.1,18653.8,15335.5
FALSE,High,Master Protein,Q9UPN9,E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens OX=9606 GN=TRIM33 PE=1 SV=3,14,30,0.487336506134744,0.92135273420458,0.939,0.975,-0.09,-0.04,6576.8,4303.6,6177.8,4195.7,2.41,6.87,5.33,6.57,14,14,6490.7,6364.8,6704.9,6664,3978.5,4484.3,4130.1,4609.7,5838.7,6571.9,6350.4,6009.9,3884,4058.2,4337.8,4498.6,1,55.585,9,1867.1,1749.2,3735.3,4472.2,2595.1,3397.1,2310.5,2231.4,2802.5,2222.9,2933.1,6009.9,1390,1459.8,2526.3,2068.6
FALSE,High,Master Protein,O00560,Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1,4,19,0.487400443888632,0.308503338198495,1.083,1.071,0.11,0.1,6181.8,5283.2,6693.5,5659.9,3.38,7.2,2.32,11.09,4,5,6452.7,6250.2,6114.2,5958.9,5591.6,5212.5,5354.8,4703.5,6660.1,6727,6787.8,6435,5654.8,6548.4,5665,5004.4,1,16.293,12,1856.2,1717.7,3406.2,3999,3647.3,3948.8,2995.6,2276.8,3196.7,2275.4,3135.1,6435,2023.8,2355.5,3299.2,2301.2
FALSE,Medium,Master Protein,Q9NPJ8,NTF2-related export protein 2 OS=Homo sapiens OX=9606 GN=NXT2 PE=1 SV=1,2,3,0.487548400874698,0.993581744748024,1.279,1.067,0.35,0.09,19.4,15.2,24.7,16.3,40.11,17,21.88,32.88,2,2,29.6,10.8,22.1,16.9,14.5,16.8,11.2,16,34.1,20.9,23.4,26.2,16.3,9.3,22.2,16.2,1,3.025,10,8.5,3,12.3,11.4,9.5,12.7,6.3,7.8,16.4,7.1,10.8,26.2,5.8,3.4,12.9,7.5
FALSE,High,Master Protein,Q96KN1,Protein LRATD2 OS=Homo sapiens OX=9606 GN=LRATD2 PE=1 SV=1,1,1,0.488204173032598,0.449532206723767,0.825,0.753,-0.28,-0.41,70.9,68.5,58.5,51.6,13.01,21.65,19.72,25.24,1,1,62.8,83.1,65.9,76.3,69.9,83.9,67.1,48.4,58.4,44.8,58.6,73.2,50.5,52.7,72.9,40.3,1,5.96,7,18.1,22.8,36.7,51.2,45.6,63.6,37.6,23.4,28,15.2,27.1,73.2,18.1,18.9,42.5,18.5
FALSE,High,Master Protein,P06865,Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2,5,29,0.488285663777798,0.949852470089256,0.937,1.018,-0.09,0.03,3615.8,3856.6,3387.6,3924.7,9.17,6.76,3.3,8.32,5,5,4029.7,3835.4,3408.7,3334.8,3890.4,3823.1,3969.3,3398.7,3325.7,3485.6,3245.4,3450.6,4186.2,3771.9,4083.7,3473.5,1,24.262,10,1159.2,1054.1,1899,2238,2537.6,2896.2,2220.5,1645.2,1596.3,1179,1498.9,3450.6,1498.2,1356.8,2378.3,1597.2
FALSE,High,Master Protein,Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 OS=Homo sapiens OX=9606 GN=ALKBH3 PE=1 SV=1,1,4,0.488420897165605,0.0184043800569315,0.815,0.767,-0.3,-0.38,1035.1,1159.5,843.5,889.1,14.87,9.4,9.66,17.21,1,1,783.1,1099.6,982.9,1090.2,1164.4,1378.5,1137.6,1154.7,950.6,797,774.4,892.7,1009.7,669.8,946.6,835.1,1,5.773,5,225.3,302.2,547.6,731.6,759.5,1044.3,636.4,558.9,456.3,269.6,357.7,892.7,361.3,241,551.3,384
FALSE,High,Master Protein,P36405,ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2,13,45,0.488832710942769,0.201678755543132,0.925,0.873,-0.11,-0.2,9830.3,11544.7,9092.2,10075.8,1.15,7.76,5.12,9.73,13,13,9832.9,9653.9,9922.6,9827.8,11129.5,10542.9,11975.4,12570.7,8819.8,9373.1,9735.1,8749.2,9869.8,11965.4,9775.4,10286.1,1,56.206,33,2828.5,2653.2,5527.8,6595.4,7259.5,7986.9,6699.3,6084.9,4233.4,3170.4,4496.3,8749.2,3532.3,4304.1,5693,4729.9
FALSE,Medium,Master Protein,Q8WYH8,Inhibitor of growth protein 5 OS=Homo sapiens OX=9606 GN=ING5 PE=1 SV=1,1,1,0.488871512628533,0.609539080212404,1.131,1.177,0.18,0.24,158.9,120.1,179.8,141.3,19.99,16.09,20.97,16.18,1,1,127.5,143.1,176.5,199,106.5,139.3,135.3,101.5,189.6,170.5,165.2,254.1,137.1,114.2,169.7,145.6,1,2.689,4,36.7,39.3,98.3,133.5,69.5,105.6,75.7,49.1,91,57.7,76.3,254.1,49.1,41.1,98.8,67
FALSE,High,Master Protein,P62314,Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1,8,46,0.489399957418957,0.0236738809442645,0.922,0.871,-0.12,-0.2,17077.5,21499.8,15739.1,18720.8,7.23,5.75,3.87,12.31,8,10,18873.7,17645.5,16076.6,16527.8,21629,23838.8,21371.3,21059.3,16623.5,16110.2,15356.5,15376.5,20187.7,15000,18361,19087.7,1,43.576,53,5429.2,4849.5,8956.2,11091.7,14108.2,18059.2,11955.6,10193.9,7979,5449.2,7092.7,15376.5,7224.9,5395.6,10693.1,8777.2
FALSE,High,Master Protein,Q8TB03,Uncharacterized protein CXorf38 OS=Homo sapiens OX=9606 GN=CXorf38 PE=1 SV=1,3,9,0.489552252333468,0.00786784783421124,1.169,1.409,0.23,0.49,1406.7,992.9,1644.7,1398.7,5.11,10.4,15.58,12.84,3,3,1388.9,1328.6,1501.2,1424.6,829.7,976.5,1009.6,1066.4,1502.1,1800.9,1832,1307.5,1132.3,1437.8,1360.6,1547.9,1,8.538,10,399.5,365.1,836.3,956.1,541.2,739.8,564.8,516.2,721,609.1,846.1,1307.5,405.2,517.2,792.4,711.8
FALSE,Medium,Master Protein,Q4LE39,AT-rich interactive domain-containing protein 4B OS=Homo sapiens OX=9606 GN=ARID4B PE=1 SV=2,1,5,0.490307333060328,0.0645469545776415,1.143,1.289,0.19,0.37,252.9,168.5,289.2,217.2,19.03,12.15,7.22,11.48,1,1,204.4,218.2,294.7,293.2,156.4,163.4,173.9,204.4,258.4,296.1,305.9,282.3,218.7,206.5,264.6,215.8,1,3.011,1,58.8,60,164.2,196.8,102,123.8,97.3,99,124,100.2,141.3,282.3,78.3,74.3,154.1,99.2
FALSE,High,Master Protein,O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens OX=9606 GN=IKBKB PE=1 SV=1,2,4,0.490410107741958,0.92006859881431,0.808,0.868,-0.31,-0.2,511.8,253.2,413.7,219.8,15.5,22.33,32.85,27.15,2,2,598.1,560,467.8,426.5,215,214,298.2,330.2,345.1,540.3,495.9,250.8,219.8,179.9,219.7,329.7,1,10.618,5,172,153.9,260.6,286.2,140.2,162.1,166.8,159.8,165.6,182.7,229,250.8,78.7,64.7,128,151.6
FALSE,High,Master Protein,Q6P9B6,MTOR-associated protein MEAK7 OS=Homo sapiens OX=9606 GN=MEAK7 PE=1 SV=2,1,4,0.49042201200013,0.88018292862822,0.865,0.973,-0.21,-0.04,101.6,82.6,87.9,80.4,6.57,8.59,6.74,19.28,1,1,106.6,96.8,107.7,94.7,84.8,80.5,85,70.3,89.4,86.5,83.8,97.7,88.1,76.2,84.8,55.4,1,5.317,3,30.7,26.6,60,63.5,55.3,61,47.6,34,42.9,29.3,38.7,97.7,31.5,27.4,49.4,25.5
FALSE,High,Master Protein,O95155,Ubiquitin conjugation factor E4 B OS=Homo sapiens OX=9606 GN=UBE4B PE=1 SV=1,6,21,0.491241113418066,0.99558933637815,0.771,1.022,-0.38,0.03,1962.7,1392.4,1513.1,1423.7,11.9,15.11,18.57,18.08,6,6,1935.2,1628.2,2183.7,1990.4,1353.7,1756.3,1432.2,1249.4,1517.5,1508.7,1475.5,2113.9,1346.2,1106.4,1713.2,1505.6,1,22.848,6,556.7,447.5,1216.5,1335.8,883,1330.5,801.2,604.8,728.4,510.3,681.5,2113.9,481.8,398,997.7,692.3
FALSE,High,Master Protein,P82675,"28S ribosomal protein S5, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS5 PE=1 SV=2",3,6,0.491361938390005,0.403630034639523,0.906,0.827,-0.14,-0.27,2088.7,1714.7,1892.5,1418,22.72,10.79,7.32,20.15,3,3,3123.5,2060.7,2117,2023.1,1880.1,1514.2,1851.1,1588.3,2161.6,1852,1899.4,1885.5,1794.1,1120.2,1532.4,1312.2,1,8.456,4,898.5,566.4,1179.3,1357.7,1226.3,1147.1,1035.6,768.8,1037.5,626.4,877.3,1885.5,642.1,402.9,892.5,603.4
FALSE,High,Master Protein,P18887,DNA repair protein XRCC1 OS=Homo sapiens OX=9606 GN=XRCC1 PE=1 SV=3,9,22,0.492201735179472,0.72927811659882,0.935,0.926,-0.1,-0.11,3975.2,2784.5,3715.1,2579.2,11.51,5.49,7.66,0.9,9,10,4336.2,4475.9,3644.2,3583.3,2846.7,2512.2,2802.1,2767.1,3651.7,4028.8,3779.6,3347.5,2557.2,2577.8,2580.7,2613.2,1,28.696,16,1247.3,1230.1,2030.2,2404.7,1856.8,1903.2,1567.5,1339.4,1752.7,1362.7,1745.7,3347.5,915.2,927.3,1502.9,1201.6
FALSE,High,Master Protein,P62495,Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=3,14,59,0.493119758108674,0.994117214862795,0.923,1.005,-0.12,0.01,11763.3,9643.6,10855.9,9689.5,7.62,3.88,9.57,7.27,14,16,12591,12506.1,11064.6,10933.2,9599.7,9571.5,10373.6,9687.7,10872.5,12293.7,10839.3,9741.6,11016.3,9403.5,9705,9674.1,1,114.692,34,3621.9,3437.1,6164,7337.3,6261.7,7251,5803.2,4689.4,5218.6,4158.3,5006.3,9741.6,3942.6,3382.5,5652,4448.5
FALSE,High,Master Protein,Q13347,Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,21,142,0.493631105514087,0.432835601972198,1.031,1.081,0.04,0.11,33652.4,23815.2,34709.5,25740.8,4.07,6.28,8.71,2.35,21,25,31972.6,33627.6,33677.3,35327.6,24310.8,26086.4,23329.6,22591.4,35366.7,34064.5,33374.1,40275.4,25900.3,25582.3,26214.8,24811.4,1,147.234,70,9197.2,9241.9,18761.4,23708.2,15857.5,19761.9,13051.1,10935.5,16975.4,11522.1,15414.4,40275.4,9269.3,9202.2,15267.1,11409.2
FALSE,High,Master Protein,O43242,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,29,107,0.493701093964534,0.630537978192291,0.894,0.949,-0.16,-0.08,16869,18410.1,15073.6,17466.1,14.8,8.86,6.5,17.14,29,32,15537.5,15018.3,20531,18314.6,18213.8,21742.1,18400.2,18420,16249.6,14171.1,14482,15689.3,16060.7,13892.9,20556.5,18994.4,1,128.553,48,4469.5,4127.5,11437.7,12290.9,11880.5,16470.9,10293.4,8916.3,7799.5,4793.3,6688.8,15689.3,5747.9,4997.4,11971.8,8734.3
FALSE,High,Master Protein,Q9H9H4,Vacuolar protein sorting-associated protein 37B OS=Homo sapiens OX=9606 GN=VPS37B PE=1 SV=1,1,2,0.494266784030556,0.0430237837724566,1.03,1.109,0.04,0.15,603.4,499.9,621.5,554.2,5.07,1.36,6.17,2.19,1,1,608,629.4,557.1,598.8,499.6,512,496.5,500.2,646,587.7,668.5,597.9,553.5,532.2,554.9,559.2,1,6.692,7,174.9,173,310.4,401.8,325.9,387.9,277.7,242.1,310.1,198.8,308.7,597.9,198.1,191.5,323.2,257.1
FALSE,High,Master Protein,Q5VT06,Centrosome-associated protein 350 OS=Homo sapiens OX=9606 GN=CEP350 PE=1 SV=1,2,5,0.494753719657313,0.705547347076081,1.089,1.154,0.12,0.21,153,122.5,166.7,141.3,12.01,4.68,5.49,16.22,2,2,121.7,148.7,160.7,157.4,120,113.3,125,125.5,165.4,152,168,173.2,102.2,148.4,135.2,147.7,1,5.461,1,35,40.9,89.5,105.6,78.3,85.8,69.9,60.8,79.4,51.4,77.6,173.2,36.6,53.4,78.8,67.9
FALSE,High,Master Protein,P61964,WD repeat-containing protein 5 OS=Homo sapiens OX=9606 GN=WDR5 PE=1 SV=1,6,27,0.495746797283141,0.0562229948632841,1.061,1.149,0.09,0.2,7066.4,6034.9,7498.4,6934,8.89,1.94,5.74,5.16,6,6,7915.4,6372.1,7089.7,7043.1,6057.7,6012.2,5964.4,6234.2,7276.1,7099.9,7727.5,8053,6419.3,6733.4,7140.7,7154.6,1,25.554,19,2276.9,1751.2,3949.6,4726.6,3951.3,4554.6,3336.6,3017.7,3492.4,2401.5,3569.1,8053,2297.4,2422.1,4158.6,3290
FALSE,High,Master Protein,Q9UER7,Death domain-associated protein 6 OS=Homo sapiens OX=9606 GN=DAXX PE=1 SV=2,10,26,0.495831776749909,0.913026868545375,1.115,1.05,0.16,0.07,1667.4,1203.3,1859.3,1262.9,4.36,8.82,8.03,12.51,10,10,1691.5,1775.4,1643.6,1605.7,1314.5,1180.9,1226.1,1061.2,1990.2,1942,1668.5,1780.2,1416.8,1325.8,1203.1,1056,1,54.104,17,486.6,487.9,915.6,1077.5,857.4,894.6,685.9,513.7,955.3,656.9,770.6,1780.2,507.1,476.9,700.6,485.6
FALSE,High,Master Protein,O75436,Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2,4,24,0.495851952377194,0.896649105417135,0.953,1.002,-0.07,0,1491.8,1689.3,1421.8,1693.4,1.58,5.39,8.36,6.57,4,6,1488.3,1526.1,1469.3,1495.4,1726.4,1708.2,1670.7,1529,1515.4,1349.6,1271.5,1497.8,1856.9,1660.3,1727.1,1593.8,1,34.971,13,428.1,419.4,818.6,1003.5,1126.1,1294.1,934.6,740.1,727.3,456.5,587.3,1497.8,664.6,597.2,1005.8,732.9
FALSE,High,Master Protein,Q96FX7,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Homo sapiens OX=9606 GN=TRMT61A PE=1 SV=1,4,12,0.496872298997647,0.492723380360434,1.184,1.181,0.24,0.24,1106.4,1337.1,1310.5,1579.8,25.22,22.06,29.82,23.29,4,4,874.7,903.5,1355,1411.9,1443.6,1758,1238.5,1050.8,1476.1,1163.5,1144.4,2081.1,1619.4,1515.3,2374.9,1541.1,1,19.232,18,251.6,248.3,754.8,947.5,941.6,1331.8,692.8,508.6,708.5,393.6,528.6,2081.1,579.6,545.1,1383.1,708.7
FALSE,High,Master Protein,O15530,3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PDPK1 PE=1 SV=1,3,11,0.497604173844575,0.226808998875493,1.087,1.093,0.12,0.13,916.1,674.4,995.5,736.9,2.18,5.92,8.98,9.97,3,3,911.2,880.2,923.2,920.9,679.9,714.4,668.8,618.5,1001.7,989.3,864.9,1078.4,715.2,759.3,846.5,672,1,10.659,4,262.1,241.9,514.3,618,443.5,541.2,374.2,299.4,480.8,334.6,399.5,1078.4,255.9,273.1,493,309
FALSE,High,Master Protein,Q9H4M9,EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2,18,48,0.498226341875848,0.0698988113576435,1.116,1.243,0.16,0.31,8369,6411.4,9338.4,7970.2,2.82,7.72,12.67,10.89,17,20,8772,8288.8,8449.9,8248.3,5959.1,6203.9,6625.7,7096.2,8437.1,10336,10395.6,8206.4,6710.3,8420.4,7544,8526.6,1,82.766,33,2523.3,2278,4707.4,5535.4,3887,4699.8,3706.6,3434.9,4049.7,3496.1,4801.4,8206.4,2401.5,3028.9,4393.5,3920.9
FALSE,High,Master Protein,Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2",17,49,0.498609274939231,0.320654196676154,0.893,0.883,-0.16,-0.18,7644.9,7262.9,6827.6,6411.6,5.63,14.71,13.37,11.03,17,20,7638.9,7537.1,8483.8,7650.9,6720.9,6246.2,7848.6,8637.9,6671.4,6987.5,8255.4,6032.7,5426.8,6654.2,6177.8,7048.3,1,79.034,25,2197.4,2071.4,4726.3,5134.5,4383.9,4731.8,4390.7,4181.2,3202.1,2363.5,3812.9,6032.7,1942.2,2393.6,3597.8,3241.1
FALSE,High,Master Protein,Q5T447,E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1,3,6,0.49902460887666,0.945129480692041,0.819,0.986,-0.29,-0.02,439.5,333.4,360.1,328.7,10.51,13.95,13.24,24.18,3,3,398.3,408.2,491.7,473.3,314.7,389.2,353.2,281.6,361.1,359,328.6,443.8,315.2,216.1,400.5,342.8,1,8.253,6,114.6,112.2,273.9,317.6,205.2,294.8,197.6,136.3,173.3,121.4,151.8,443.8,112.8,77.7,233.2,157.6
FALSE,High,Master Protein,Q9BTY7,Protein HGH1 homolog OS=Homo sapiens OX=9606 GN=HGH1 PE=1 SV=1,10,21,0.499399163888296,0.359191739782699,1.056,1.084,0.08,0.12,4158,3098.4,4389.6,3358.2,5.65,3.12,11.48,2.65,10,10,3839.6,4024.2,4329.5,4296.3,3135.5,3183.9,3061.8,2962.8,4623.7,3888.7,4167.2,5043.3,3340,3376.5,3442,3230,1,42.797,26,1104.5,1106,2411.9,2883.2,2045.2,2412,1712.8,1434.2,2219.3,1315.3,1924.7,5043.3,1195.3,1214.6,2004.5,1485.3
FALSE,High,Master Protein,Q9H1K1,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial OS=Homo sapiens OX=9606 GN=ISCU PE=1 SV=2",4,6,0.499408917079376,0.968703283133379,1.033,1.112,0.05,0.15,1130.7,1269.6,1168,1411.8,11.51,17.18,20.93,17.12,4,4,1111.6,899.1,1150.2,1169,1134.5,1087.5,1420.7,1549.3,1158.6,1177.4,1703.8,1148,1297.2,1070.4,1536.6,1575.6,1,17.328,23,319.8,247.1,640.8,784.5,740,823.8,794.8,750,556.1,398.2,786.9,1148,464.2,385,894.9,724.5
FALSE,Medium,Master Protein,Q9BZA7,Protocadherin-11 X-linked OS=Homo sapiens OX=9606 GN=PCDH11X PE=2 SV=1,1,2,0.499464101565328,0.311488690075743,0.778,0.711,-0.36,-0.49,316.3,546.1,246,388.1,23.96,13.6,25.62,16.05,1,1,227.5,269.9,378.1,370.7,562.7,583.9,530,423.1,286.4,211.4,186.6,325.9,389.8,386.4,492.8,339.9,1,1.857,1,65.5,74.2,210.6,248.8,367,442.3,296.5,204.8,137.5,71.5,86.2,325.9,139.5,139,287,156.3
