"","Accession","Cont_Global_Rep1.x","Cont_Global_Rep2.x","Cont_Global_Rep3.x","Cont_Global_Rep4.x","Cont_PISA_Rep1.x","Cont_PISA_Rep2.x","Cont_PISA_Rep3.x","Cont_PISA_Rep4.x","DZNep_Global_Rep1.x","DZNep_Global_Rep2.x","DZNep_Global_Rep3.x","DZNep_Global_Rep4.x","DZNep_PISA_Rep1.x","DZNep_PISA_Rep2.x","DZNep_PISA_Rep3.x","DZNep_PISA_Rep4.x","U1","Methyl_state","Format2","Format3","Format4","cont_global_mean","cont_global_sd","dznep_global_mean","dznep_global_sd","FC_global","log10FC_global","pval","p.adjust","protein_type","rep1_sm","rep2_sm","rep3_sm","rep4_sm","pisa_sm_mean","pisa_sm_sd","pval.pisa","log10.pvalue_pisa","protein_type.pisa","Gene.Name","DZNep_Kme_global_Norm_rep1","DZNep_Kme_global_Norm_rep2","DZNep_Kme_global_Norm_rep3","DZNep_Kme_global_Norm_rep4","Cont_Kme_global_Norm_rep1","Cont_Kme_global_Norm_rep2","Cont_Kme_global_Norm_rep3","Cont_Kme_global_Norm_rep4","Norm_FC_global_rep1","Norm_FC_global_rep2","Norm_FC_global_rep3","Norm_FC_global_rep4","kme_cont_pisa_rep1_norm","kme_cont_pisa_rep2_norm","kme_cont_pisa_rep3_norm","kme_cont_pisa_rep4_norm","kme_dznep_pisa_rep1_norm","kme_dznep_pisa_rep2_norm","kme_dznep_pisa_rep3_norm","kme_dznep_pisa_rep4_norm","kme_rep1_sm","kme_rep2_sm","kme_rep3_sm","kme_rep4_sm","Norm_Global_Kme_FC_mean","Norm_Global_Kme_FC_sd","Norm.global.kme.pval","Norm_global_kme_protein_type","kme.pisa.sm.mean","kme.pisa.sm.sd","kme.pisa.pval","global_kme_pisa_type"
"131","P09651",43.3,38.5,48.3,54.9,53.7,30.9,35.2,44.2,67.2,50.3,63.7,50.9,40.8,54.7,44.5,43.6,"P09651","m3","P09651-K113","P09651-K113-m3","P09651-K113-m3-356",124774.15,11723.5811265159,165463.525,19319.1042634616,1.32610420507773,0.122577652207598,0.015818582556195,1.80083243459323,"Up with DZNep",0.87058072151017,1.05903240956466,0.927301609646909,0.857407508983954,0.928580562426423,0.0921030314821856,0.154498841533852,0.81107477266207,"ns","HNRNPA1",0.000375618344931668,0.000344422411148604,0.000419182088224339,0.000275217105202685,0.000329009855098893,0.00030767189868724,0.0004466163953526,0.000409061037271496,1.14166289887811,1.11944708833719,0.938572995945207,0.672802051836635,1.24018475750577,0.802597402597403,0.728778467908903,0.805100182149363,0.607142857142857,1.08747514910537,0.698587127158556,0.856581532416503,0.489558393189678,1.35494476506656,0.958572677322677,1.06394403008294,0.968121258749283,0.21687380460022,0.678071649681298,"ns",0.966754966415464,0.359592618216118,0.62173020836481,"ns"
"132","P63104",125,116.9,154.5,151,164,184.2,172.9,171.6,139.2,152.4,156,164.5,172.4,169,205.1,187.9,"P63104","m3","P63104-K115","P63104-K115-m3","P63104-K115-m3-357",166702.8,6077.966865655,168618.775,5406.41056116102,1.01149335823993,0.00496303541209579,0.654448238647388,0.184124696796599,"ns",1.11088297726419,1.09990431403821,1.01861431859109,0.978021284308859,1.05185572355059,0.0641596943847648,0.203293529723845,0.691876443545667,"ns","YWHAZ",0.000839983200335993,0.00086850820039288,0.00091689143241364,0.00100831105752522,0.000712234073164103,0.000711373455851031,0.000934276519242468,0.000934356794351782,1.17936396472071,1.2208892435463,0.98139192576206,1.07914991748387,1.312,1.57570573139435,1.11909385113269,1.1364238410596,1.23850574712644,1.10892388451444,1.31474358974359,1.14224924012158,0.943983038968321,0.70376331215927,1.17482871379632,1.00512607959416,1.11519876287823,0.107224747990117,0.303447048417537,"ns",0.95692528612952,0.194990347714666,0.504129742237306,"ns"
"133","P19338",148.1,105.8,105.9,114.9,98.8,66,87.7,101.4,150.7,156.8,175.5,108.4,119.7,129.5,107.3,134,"P19338","m3","P19338-K577","P19338-K577-m3","P19338-K577-m3-358",354278.925,20949.4332523778,424789,19353.5384425347,1.19902418694536,0.0788279438586108,0.00263842457829233,2.57865531600254,"Up with DZNep",0.792365573420475,1.13595859780085,0.823706952233747,0.952717441201941,0.926187141164252,0.156117820844987,0.280327463621677,0.552334352417841,"ns","NCL",0.000356072344827358,0.000366328007948944,0.000392179647328821,0.000270731502032859,0.000444332302958425,0.000280392507106545,0.00031134751439431,0.000313639639246173,0.801364974944607,1.30648287191834,1.25962029307271,0.863192875376202,0.667116812964213,0.623818525519849,0.828139754485363,0.882506527415144,0.794293297942933,0.825892857142857,0.611396011396011,1.23616236162362,1.19063600632944,1.32393127705628,0.738276369519243,1.40074019083386,1.05766525382797,0.262173850644242,0.850191916330431,"ns",1.1633959609347,0.29640769123345,0.466148634077802,"ns"
"134","P19338",491,472.8,578.6,680,539.3,474.7,455.2,464.7,784.1,491.4,683.1,731.8,427.9,457.3,556.3,456,"P19338","m3","P19338-K437","P19338-K437-m3","P19338-K437-m3-359",354278.925,20949.4332523778,424789,19353.5384425347,1.19902418694536,0.0788279438586108,0.00263842457829233,2.57865531600254,"Up with DZNep",0.792365573420475,1.13595859780085,0.823706952233747,0.952717441201941,0.926187141164252,0.156117820844987,0.280327463621677,0.552334352417841,"ns","NCL",0.00185266307617207,0.00114804581062571,0.00152648385806449,0.00182768739102995,0.0014731070948858,0.00125302057996195,0.00170109227411282,0.00185617889197039,1.25765674648095,0.916222629528214,0.897355117823107,0.984650455263933,1.09837067209776,1.00401861252115,0.786726581403388,0.683382352941177,0.545721209029461,0.930606430606431,0.814375640462597,0.623121071330965,0.496846122072066,0.926881652392501,1.03514443227517,0.911819084366378,1.01397123727405,0.166729766675656,0.935357942148597,"ns",0.842672822776529,0.237004753721858,0.252189608439459,"ns"
"135","P09429",275.2,269.5,314.8,303.3,299.6,319.9,339.8,414,314.5,317.2,374.6,347.9,310.5,459.1,392.9,352.3,"P09429","m3","P09429-K128","P09429-K128-m3","P09429-K128-m3-360",171098.35,27411.789184765,193727.7,16605.4170424393,1.13225931167659,0.0539459009982986,0.217676569218402,0.66218831605216,"ns",0.742792215935935,1.08628984979548,0.919563681370891,0.932262928650257,0.920227168938142,0.140481643223142,0.286485171287943,0.542897852560424,"ns","HMGB1",0.00181670723690671,0.00168764607954815,0.00178250150722732,0.00170801110722716,0.00205040937406635,0.00160801633434329,0.00169678258113618,0.00153919621783001,0.886021718338051,1.04952048278625,1.05051850899703,1.10967730263471,1.08866279069767,1.18701298701299,1.07941550190597,1.36498516320475,0.987281399046105,1.44735182849937,1.04885210891618,1.01264731244611,0.906875303796689,1.21932265639444,0.971685238042415,0.74187422672682,1.02393450318901,0.0961476565824397,0.843002935743131,"ns",0.95993935624009,0.198146289821122,0.678230249776509,"ns"
"136","Q13813",88.6,68.3,74.8,73.8,81.4,65.2,83.9,82.5,85.3,95.7,84.7,79.4,88.1,101.1,87.5,81.6,"Q13813","m3","Q13813-K7","Q13813-K7-m3","Q13813-K7-m3-361",31220.175,4152.64315938255,31952.125,990.588287752955,1.02344477569392,0.0100644134289557,0.752136007101507,0.123703619790176,"ns",0.873520549618508,0.872228036925521,1.34206743983623,1.04706535351083,1.03372034497277,0.221359255625775,0.940788563194087,0.0265079707873767,"ns","SPTAN1",0.00276409591704472,0.00304934392903345,0.00257136525226399,0.00243371647509579,0.00329928540308256,0.00215320206051664,0.00203897495168338,0.00249146723112916,0.837786241366749,1.41619032646745,1.26110683711002,0.976820583746067,0.918735891647856,0.954612005856515,1.1216577540107,1.11788617886179,1.03282532239156,1.0564263322884,1.03305785123967,1.02770780856423,1.12418087916329,1.10665519164567,0.92100986022321,0.919331348752004,1.12297599717257,0.263153550572112,0.540517923583395,"ns",1.01779431994604,0.112955069004601,0.873613782932339,"ns"
"137","P32929",135.1,142.7,137.3,127.6,139.6,123.7,135,137.3,134.6,128.3,124.3,128,140.6,131.3,140.8,141.2,"P32929","m3","P32929-K4","P32929-K4-m3","P32929-K4-m3-363",8791.775,1308.68001532078,7833.65,383.23571945562,0.891020300223789,-0.0501124012664462,0.24196749435131,0.616242972747036,"ns",0.832057619620496,0.754762319681828,1.16319321730471,1.00184219194162,0.937963837137164,0.182197366254113,0.316889261416064,0.499092477713349,"ns","CTH",0.0169837985161258,0.017045303573801,0.0164760150047055,0.0153512191026733,0.0166207371684464,0.0196245616447776,0.0139412093212164,0.0128645891094599,1.02184387756089,0.868569901449852,1.18182107628436,1.19329260904142,1.03330866025167,0.866853538892782,0.983248361252731,1.07601880877743,1.0445765230312,1.02338269680436,1.13274336283186,1.103125,1.01090464370713,1.18057163164093,1.15204195345788,1.02519118718135,1.06638186608413,0.153346833141731,0.680197798000156,"ns",1.09217735399682,0.0865827514988178,0.16083248970956,"ns"
"138","P11142",183,203.9,148.4,170.3,155.5,165,162.7,176.8,189,198.6,213.9,180.4,196.6,176.9,165.6,194.9,"P11142","m3","P11142-K112","P11142-K112-m3","P11142-K112-m3-364",468520.425,14943.4005976719,460741.9,10590.9784282032,0.983397682182159,-0.00727081965444458,0.431667733381613,0.364850413095034,"ns",0.9720623117879,1.10554311256948,1.02599324622128,0.991424975890109,1.02375591161719,0.0589114294910583,0.532498522231822,0.273681593123883,"ns","HSPA8",0.000418795729613068,0.000420943931794366,0.000457242581404784,0.000399050948896261,0.000400843216418538,0.000416269332586948,0.000317325298417287,0.000370170637143439,1.04478687042513,1.01122974680447,1.44092697205473,1.07801891575109,0.849726775956284,0.809220205983325,1.09636118598383,1.0381679389313,1.04021164021164,0.890735146022155,0.774193548387097,1.08037694013304,1.22417189812688,1.10073270469041,0.706148264171144,1.04065719968697,1.14374062625886,0.199991705100441,0.117184281139803,"ns",1.01792751666885,0.221447047714515,0.984678607452304,"ns"
"139","Q9UKK9",961.1,877,772.4,728.5,845.9,758.4,1037.8,943.3,687.4,784.9,750.5,691.4,866.6,993.4,856.7,765,"Q9UKK9","m3","Q9UKK9-K14","Q9UKK9-K14-m3","Q9UKK9-K14-m3-365",45850.675,1143.95146568084,40602.3,750.485553936029,0.885533310033059,-0.0527950978375833,0.000511535545432913,3.29112418277487,"Down with DZNep",0.952245520440799,1.02189969277707,0.968782845432095,0.920950843543306,0.965969725548317,0.0422339848167483,0.287865558237501,0.540810293309427,"ns","NUDT5",0.0168103806668395,0.0190260338391429,0.0189884146634585,0.0169711608087443,0.0215448348214386,0.0185161726205557,0.0168335345627945,0.0159952398517504,0.780251081345586,1.02753599402185,1.12801114897324,1.06101321180796,0.880137342628238,0.864766248574686,1.34360435007768,1.29485243651338,1.26069246435845,1.26563893489617,1.14150566289141,1.10645067978016,1.43238151967716,1.46356190124464,0.849584673364157,0.854499438375749,0.999202859037158,0.15182747089846,0.850617341383913,"ns",1.15000688316543,0.344301388696877,0.515413806157756,"ns"
"140","Q15459",91.5,77.8,100.8,113.1,88.5,93.5,83.6,78.2,110,103.8,103.5,122.8,93.5,67.6,92.8,75.4,"Q15459","m3","Q15459-K449","Q15459-K449-m3","Q15459-K449-m3-366",79393.75,4515.18414057869,83310.275,3700.1017998383,1.04933039439502,0.0209122526079515,0.229984694399106,0.638301065544105,"ns",0.903953238933357,1.01752985603571,1.03662987922652,0.990452892280189,0.987141466618945,0.05860547175575,0.753902865463644,0.122684606001087,"ns","SF3A1",0.00130835252250366,0.00132498008700447,0.00123880734570864,0.00140701444825097,0.00122446685508736,0.00101795686375079,0.00119914346895075,0.00137322276320103,1.06850791188653,1.30160730202497,1.03307684008203,1.02460757712112,0.967213114754098,1.20179948586118,0.829365079365079,0.691423519009726,0.85,0.651252408477842,0.896618357487923,0.61400651465798,0.878813559322034,0.541897725984771,1.08109007697108,0.888032439997667,1.10694990777866,0.131157383490171,0.218781301741559,"ns",0.847458450568889,0.224039047732602,0.246606175066378,"ns"
"141","Q13347",437.7,568.2,490.3,512.1,219.3,188.8,291.8,314.3,412.2,405.1,488.1,324.8,255.4,357.6,218.8,258.9,"Q13347","m3","Q13347-K2","Q13347-K2-m3","Q13347-K2-m3-367",33651.375,1369.82396283853,35770.275,3115.03595417988,1.06296622351984,0.026519464737778,0.279160946931342,0.554145337189659,"ns",0.963139025873312,0.968098041892065,1.13387907893266,0.963346172445831,1.00711557978597,0.0845400325135072,0.934826775503505,0.0292688569485223,"ns","EIF3I",0.0116549984731443,0.0118921108716967,0.0146250696645912,0.00806445605889437,0.0136898041141349,0.0168967844961148,0.014558724842179,0.0144957073344713,0.85136342170962,0.703809110806328,1.00455704899511,0.556334083795748,0.501028101439342,0.332277367124252,0.595145829084234,0.613747314977543,0.619602134885978,0.882745001234263,0.448268797377587,0.797105911330049,1.236661442953,2.65665100477388,0.753208332262614,1.29875258413019,0.779015916326702,0.192653597765873,0.0838746247476126,"ns",1.48631834102992,0.817442823423468,0.186592849606282,"ns"
"142","O76021",190.8,169,245.7,224.6,187.5,199.9,224.3,248.7,233.6,254.7,282.4,203.4,215,243.7,270.6,296.6,"O76021","m3","O76021-K318","O76021-K318-m3","O76021-K318-m3-368",43820.925,3248.72342864599,43941.175,6010.77019544917,1.00274412281347,0.00119012521647903,0.973391992238599,0.0117122308692678,"ns",0.917767121898235,1.05505450474757,0.999006396601612,1.39543424742339,1.0918155676677,0.210112733353906,0.503546038841019,0.297960816072542,"ns","RSL1D1",0.0053958787128427,0.00541520850785173,0.00569055396253181,0.00567964458939856,0.00488996301773252,0.00365785030951041,0.0054585201345413,0.00498548305468493,1.10346002480501,1.48043469514654,1.04250855951272,1.13923656486232,0.982704402515723,1.18284023668639,0.912901912901913,1.1073018699911,0.920376712328767,0.956811935610522,0.958215297450425,1.45821042281219,0.936575342465753,0.808910540861322,1.04963664103241,1.31690414541061,1.19140996108165,0.196777521458965,0.127662732423969,"ns",1.02800666744252,0.216250170253277,0.858236434551918,"ns"
"143","P11142",2862.6,3711.6,5236.5,5030.8,4279.1,7376.2,3599.2,3433.5,3064.6,2364.1,2560.3,4263.7,2415.5,2959.4,3673.9,2547.3,"P11142","m3","P11142-K557","P11142-K557-m3","P11142-K557-m3-369",468520.425,14943.4005976719,460741.9,10590.9784282032,0.983397682182159,-0.00727081965444458,0.431667733381613,0.364850413095034,"ns",0.9720623117879,1.10554311256948,1.02599324622128,0.991424975890109,1.02375591161719,0.0589114294910583,0.532498522231822,0.273681593123883,"ns","HSPA8",0.00679069520091116,0.00501084365133464,0.00547301627475769,0.00943144972732256,0.006270239296829,0.00757736760583479,0.011197263646645,0.0109351405833307,1.08300415334154,0.661290821825266,0.488781585168582,0.862490029776086,1.49482987493887,1.98733699752128,0.687329323021102,0.682495825713604,0.788194217842459,1.25180829914132,1.43494902941062,0.597438844196355,0.527280214997505,0.629892313534467,2.08771687944785,0.875373623819142,0.773891647527869,0.25649360498515,0.19419197977167,"ns",1.03006575794974,0.720066580019987,0.62636947566503,"ns"
"144","Q15019",46.7,51.1,63.1,70.9,95.1,119.2,90.5,65.8,66.5,82.9,58.3,90.1,81.1,76.8,116.8,62,"Q15019","m3","Q15019-K310","Q15019-K310-m3","Q15019-K310-m3-371",72293.2,875.623244704401,68350.2,829.814617851478,0.945458217370375,-0.0243576591684305,0.000619527683269013,3.20793928263359,"Down with DZNep",1.01888712233963,1.08652380239298,0.992231268310568,0.954168752015485,1.01295273626467,0.0557759050359108,0.719768879370898,0.142806934856869,"ns","SEPTIN2",0.000960360922408614,0.00122596139626503,0.000861558104926841,0.00130830943478419,0.000637942410329476,0.000701369110935731,0.000879634986331504,0.000993318566651115,1.50540379015187,1.74795464634794,0.979449565233812,1.31710961488924,2.03640256959315,2.33268101761252,1.43423137876387,0.928067700987306,1.21954887218045,0.926417370325694,2.00343053173242,0.688124306326304,0.598874157001336,0.397147043822508,1.39686703372724,0.741459168974695,1.38747940415572,0.324185552699969,0.079465627967735,"ns",0.783586850881446,0.432566691588094,0.307581055599866,"ns"
"145","P35580",2985.2,2342.6,2642.9,3482,1861.5,1382.2,1607,869.2,2650.7,1482.2,3291.3,1490.6,1383.6,1506.6,1213.7,1784.5,"P35580","m3","P35580-K1234","P35580-K1234-m3","P35580-K1234-m3-372",158511.2,16630.0851918042,143428.2,9649.30481951938,0.904845840546283,-0.0434254056599653,0.179678506229259,0.745503871607366,"ns",1.12756828748179,0.980780993390117,1.34087365504771,1.13050596497222,1.14493222522296,0.148153404902609,0.161451045452465,0.791959138427764,"ns","MYH10",0.0200299841464871,0.0105837182683032,0.0225142368533561,0.00960788534994076,0.019214541569179,0.0169029247125002,0.0147728924215492,0.0216018497436874,1.04243882553077,0.626147157862936,1.5240236110103,0.444771418371171,0.623576309794989,0.590028173823956,0.608044193877937,0.249626651349799,0.521975327272041,1.01646201592228,0.368760064412238,1.19716892526499,0.837067282821648,1.72273471169116,0.606469181229063,4.79583777930592,0.909345253193793,0.480129632414079,0.532523923383917,"ns",1.99052723876195,1.93111078941815,0.295848871879199,"ns"
"146","P13639",3093.7,3447.5,2289.5,2362.5,2999.6,2307.5,3440.5,3318,2492.6,2807.8,2170,1641.9,3536,2795.3,2285.6,3384.4,"P13639","m3","P13639-K525","P13639-K525-m3","P13639-K525-m3-373",578412.55,42443.9796637481,617931.275,58228.3324717658,1.0683227308951,0.0287024690541125,0.318484945731733,0.496911091241206,"ns",1.33411792763295,0.893867056404258,1.0599068445385,1.16182724342081,1.11242976799913,0.184493962944065,0.303467888247176,0.517887257454892,"ns","EEF2",0.00425368596752925,0.0039850515858243,0.00372833656054939,0.002740486951767,0.00504733847807172,0.00558747769668529,0.00418660462068027,0.00440070828584915,0.8427582152474,0.713211184393342,0.890539446245482,0.622737698969792,0.969583346801565,0.669325598259608,1.50272985367984,1.40444444444444,1.41859905319746,0.995548115962675,1.05327188940092,2.06127047932274,1.4631017105204,1.48738987206125,0.700905679634765,1.46767676534056,0.767311636214004,0.122073422811151,0.0491081971810555,"Norm.Down with DZNep",1.27976850688924,0.386052406287369,0.463280262838251,"ns"
"147","Q04760",298.6,223.8,309.2,297,305.7,318.5,329.8,346.4,313.9,298.4,347.9,278.4,354.1,372.2,394.7,367,"Q04760","m3","Q04760-K78","Q04760-K78-m3","Q04760-K78-m3-374",62789.775,930.370651496845,60675.55,1662.16382766561,0.966328514475486,-0.0148752050858693,0.0804354089966028,1.09455272554847,"ns",0.968408992935416,1.05458528220202,0.996338253139063,0.916027663897198,0.983840048043424,0.0577284741761197,0.645701936824215,0.18996791089816,"ns","GLO1",0.00505637072105232,0.0050536698381945,0.00585299050970984,0.0044804799778551,0.00468986574356204,0.00352704779165517,0.00496061349890103,0.00481311500914006,1.07814828771877,1.4328328213049,1.17989246914853,0.930889864328343,1.02377762893503,1.42314566577301,1.06662354463131,1.16632996632997,1.12806626314113,1.24731903485255,1.13452141419948,1.31824712643678,1.10186649059189,0.876452119309262,1.06365682616883,1.13025229951422,1.15544086062513,0.211298740155191,0.207321556960622,"ns",1.04305693389605,0.114372367800961,0.729471411337894,"ns"
"148","P15880",1293.1,787.2,751.6,823.1,1373.8,1378.6,980.2,778.2,794.5,685.7,583.3,783.5,987.2,582.4,947.8,726.6,"P15880","m3","P15880-K176","P15880-K176-m3","P15880-K176-m3-375",133527.875,20684.7049358336,116216.95,8138.3469248982,0.870357219419541,-0.060302463954068,0.196000618416669,0.707742558365344,"ns",1.23871107072382,0.883057740415037,0.838974119446535,1.00076452667553,0.990376864315232,0.17908840192335,0.867015905071428,0.0619729354864225,"ns","RPS2",0.00652478844738779,0.00565507117290976,0.00496425954405068,0.0075085651309327,0.00800231201281261,0.00577556726679643,0.00650399750085886,0.00682149496074595,0.815362914735249,0.979136924855953,0.763262830804461,1.10072134834673,1.06240816642178,1.75127032520325,1.30415114422565,0.945450127566517,1.24254247954688,0.84935102814642,1.62489285102006,0.927377153797065,1.16955283178197,0.48499138934924,1.24593906021901,0.980884265343567,0.914621004685598,0.15444212193941,0.42822820609232,"ns",0.970341886673448,0.342206102477351,0.690626870628924,"ns"
"149","Q00534",132.9,118.2,116.2,132.1,85.7,98.2,102.3,120.7,92.1,126.2,111.7,104.5,109.6,165.2,104.8,137.3,"Q00534","m3","Q00534-K3","Q00534-K3-m3","Q00534-K3-m3-376",247.275,18.6687573234,218,29.3170030300961,0.881609544029926,-0.0547237169302482,0.151855972013283,0.818568123986647,"ns",1.71346156754223,1.46976823350174,1.10456683629142,1.1376324934366,1.356357282693,0.289611507802769,0.0255923645495339,1.59188958658746,"Stabilized with DZNep","CDK6",0.502454991816694,0.502188619180263,0.485230234578627,0.504343629343629,0.489683124539425,0.470728793309438,0.50987275120667,0.553414327607876,1.02608190202446,1.06683216815706,0.951669281071163,0.911330994128118,0.64484574868322,0.830795262267343,0.880378657487091,0.913701741105223,1.1900108577633,1.30903328050713,0.93822739480752,1.31387559808612,1.84541940486281,1.57563883661856,1.06570892743533,1.43796989649691,0.988978586345199,0.0703774799976803,0.711082411079829,"ns",1.4811842663534,0.324590070180901,0.0161319112343677,"Stabilized with DZNep"
"150","P41250",133.9,113.3,107.4,97.2,239.4,166.5,184.9,186.2,119.9,120.6,126.4,142.9,220.9,163,178.9,165.4,"P41250","m3","P41250-K82","P41250-K82-m3","P41250-K82-m3-378",73954.25,2873.81076911245,70722.375,3340.33756116055,0.956298995662859,-0.0194063003341085,0.193845453951789,0.712544379577087,"ns",1.18292560363535,0.944670774578747,1.06368546513591,1.0743062029881,1.06639701158453,0.0974099538612229,0.253925928782985,0.595292950357362,"ns","GARS1",0.00173958966576374,0.00159371394816862,0.00181172922674709,0.00208536117317254,0.00173360936433892,0.00160348038743936,0.00142795792709437,0.00133685058906698,1.00344962455086,0.993909224367667,1.26875532700996,1.55990593879901,1.78790141896938,1.46954986760812,1.72160148975791,1.9156378600823,1.84236864053378,1.35157545605307,1.41534810126582,1.15745276417075,1.03046433152662,0.919720715740616,0.822111336267979,0.604212721146062,1.20650502868187,0.267828163861562,0.0844524711703574,"ns",0.844127276170319,0.181180905567885,0.160685893226078,"ns"
"151","P37108",1181,1198.4,1342.2,1380.2,1564.7,1538,1483,1511.5,1432.2,1225.5,1348.9,1459.1,1437.5,1323,1658.3,1442.7,"P37108","m3","P37108-K43","P37108-K43-m3","P37108-K43-m3-379",56393.75,3379.57598671786,57765.575,2537.26221529559,1.02432583397983,0.0104381259664909,0.542030785194138,0.265976046560775,"ns",1.0412940007678,1.13373280149776,0.83523423474369,0.962911445808218,0.993293120704366,0.126402856018418,0.825517918850082,0.0832734954196582,"ns","SRP14",0.0241198819772847,0.0210811145553442,0.0226785543157176,0.026984291373386,0.0202126348649981,0.0200203143376457,0.025603949516993,0.0251561093147958,1.1933071634838,1.05298619191527,0.885744377080035,1.07267348204417,1.32489415749365,1.28337783711616,1.10490239904634,1.09513114041443,1.00370060047479,1.07955936352509,1.22937208095485,0.988760194640532,0.757570402735816,0.841185917586781,1.11265219626271,0.902869216435899,1.05117780363082,0.126536303105986,0.641748378587608,"ns",0.903569433255302,0.15157342778359,0.169518456169615,"ns"
"152","P15121",364,361.9,341.4,311.2,355.5,351.4,361.1,320.5,368,361.8,378.7,356.2,363.9,406.7,398.4,331,"P15121","m3","P15121-K179","P15121-K179-m3","P15121-K179-m3-380",67108.075,2718.14707153605,73138.85,1632.85395244033,1.08986660696198,0.0373733461925083,0.0129860153892286,1.88652408679723,"Up with DZNep",1.11770313393859,1.02445133772242,1.05871560118305,1.01244298746005,1.05332826507603,0.0471827298578754,0.136522407723406,0.864796061063128,"ns","AKR1B1",0.00507214016749089,0.00479589604915197,0.00519128379749195,0.00497392251460968,0.00526652371816575,0.00567688055491939,0.00491171430914451,0.00471091169462635,0.963090729088645,0.844811865029644,1.05691892295669,1.0558301316247,0.976648351648352,0.970986460348162,1.0577035735208,1.02988431876607,0.988858695652174,1.12410171365395,1.05202006865593,0.929253228523301,1.01250229315722,1.15769041027708,0.994626561725655,0.902288938272859,0.980162912174918,0.100379909492298,0.591284264756287,"ns",1.0167770508582,0.10562988924902,0.767051321003789,"ns"
"153","Q9UKK9",557.5,425.9,403.5,396.5,529.3,447.8,659.2,558.4,386.2,433.8,398,337.3,471.8,600.7,504,442.3,"Q9UKK9","m3","Q9UKK9-K14","Q9UKK9-K14-m3","Q9UKK9-K14-m3-381",45850.675,1143.95146568084,40602.3,750.485553936029,0.885533310033059,-0.0527950978375833,0.000511535545432913,3.29112418277487,"Down with DZNep",0.952245520440799,1.02189969277707,0.968782845432095,0.920950843543306,0.965969725548317,0.0422339848167483,0.287865558237501,0.540810293309427,"ns","NUDT5",0.00944452867840182,0.0105153439666457,0.0100698055110679,0.00827939331904752,0.0124973940411529,0.00899206148129381,0.008793800098508,0.00870571393441183,0.755719844257274,1.16940303272178,1.14510284498921,0.951029792780215,0.949417040358745,1.05142052124912,1.63370508054523,1.40832282471627,1.2216468151217,1.38473951129553,1.26633165829146,1.31129558256745,1.28673360935263,1.31701777101555,0.77512867736742,0.931104402736377,1.00531387868712,0.192968174903992,0.877051395727647,"ns",1.077496115118,0.267087721858923,0.840695942962177,"ns"
"154","P38117",431.7,505.1,650,452.2,652.9,629.6,747.2,503.5,650.1,681.9,510.4,513.3,673.6,845.6,748.8,547.5,"P38117","m3","P38117-K200","P38117-K200-m3","P38117-K200-m3-382",34812.6,2310.92771414426,27221.075,1575.80521718263,0.781931685654045,-0.106831187911326,0.00240962718348127,2.61805014608973,"Down with DZNep",0.87877997821805,0.98190092546059,1.10022525078879,0.946143841324968,0.976762498948099,0.092749718925642,0.690512524591357,0.160828439733309,"ns","ETFB",0.0225455957884369,0.0261437657911183,0.0198811183908136,0.0181415913565019,0.013266381691963,0.0150480996970121,0.0171866737176097,0.0128015672153053,1.69945327308767,1.73734666286862,1.15677522698549,1.41713831216011,1.5123928654158,1.24648584438725,1.14953846153846,1.11344537815126,1.03614828487925,1.24006452559026,1.46708463949843,1.0666277030976,0.685105245186663,0.994848462318363,1.27623797600908,0.957952427687659,1.50267836877547,0.271265955601755,0.0179301993925275,"Norm.Up with DZNep",0.97853602780044,0.241811120688617,0.706052174540881,"ns"
"155","P10155",319.9,262.3,288.4,280.4,343.5,366.8,395.6,285.7,262.7,249,258.1,271,392.5,362.2,393.4,282.3,"P10155","m3","P10155-K14","P10155-K14-m3","P10155-K14-m3-383",39230.325,3851.69555682948,35672.75,2245.13138071398,0.90931568881981,-0.0412853157761356,0.173460956344929,0.760798263536726,"ns",1.00693860121097,0.561346043204483,1.17449016784066,1.27537882020891,1.00453840811625,0.315522509867322,0.928813521751869,0.0320714707248267,"ns","RO60",0.00778667994581633,0.00654751417970691,0.00694659385437722,0.00802504049536117,0.00922630549771289,0.00700860912642216,0.00674556766618328,0.00666519290789245,0.843965111251364,0.934210206561964,1.02980122624842,1.20402224005527,1.0737730540794,1.39839878002287,1.37170596393897,1.01890156918688,1.49409973353635,1.45461847389558,1.5242154203797,1.04169741697417,1.39144833990765,1.0402029054057,1.11118232365396,1.02237296366663,1.00299969602925,0.154004738287957,0.908554385827664,"ns",1.14130163315849,0.171119382189568,0.3200946903371,"ns"
